INEGI,Estado,Municipio,2018,2019
20284,Oaxaca,San Miguel Tilquiápam,Usos y costumbres,Usos y costumbres
20285,Oaxaca,San Miguel Tlacamama,PUP,PRI
20286,Oaxaca,San Miguel Tlacotepec,Usos y costumbres,Usos y costumbres
20287,Oaxaca,San Miguel Tulancingo,Usos y costumbres,Usos y costumbres
20288,Oaxaca,San Miguel Yotao,Usos y costumbres,Usos y costumbres
20289,Oaxaca,San Nicolás,Usos y costumbres,Usos y costumbres
20290,Oaxaca,San Nicolás Hidalgo,PAN_PRD,PAN_PRD_MC
20291,Oaxaca,San Pablo Coatlán,Usos y costumbres,Usos y costumbres
20292,Oaxaca,San Pablo Cuatro Venados,Usos y costumbres,Usos y costumbres
20293,Oaxaca,San Pablo Etla,Usos y costumbres,Usos y costumbres
20294,Oaxaca,San Pablo Huitzo,Usos y costumbres,Usos y costumbres
20295,Oaxaca,San Pablo Huixtepec,PAN_PRD,PT_Morena_PES
20296,Oaxaca,San Pablo Macuiltianguis,PRI_PVEM,PRI_PVEM_PNA
20297,Oaxaca,San Pablo Tijaltepec,Usos y costumbres,Usos y costumbres
20298,Oaxaca,San Pablo Villa de Mitla,Usos y costumbres,Usos y costumbres
20299,Oaxaca,San Pablo Yaganiza,PRI_PVEM,PVEM
20300,Oaxaca,San Pedro Amuzgos,Usos y costumbres,Usos y costumbres
20301,Oaxaca,San Pedro Apóstol,PRI_PVEM,PAN_PRD_MC
20302,Oaxaca,San Pedro Atoyac,Usos y costumbres,Usos y costumbres
20303,Oaxaca,San Pedro Cajonos,PAN_PRD,PAN_PRD_MC
20304,Oaxaca,San Pedro Coxcaltepec Cántaros,Usos y costumbres,Usos y costumbres
20305,Oaxaca,San Pedro Comitancillo,Usos y costumbres,Usos y costumbres
20306,Oaxaca,San Pedro el Alto,PRI_PVEM,PT_Morena_PES
20307,Oaxaca,San Pedro Huamelula,Usos y costumbres,Usos y costumbres
20308,Oaxaca,San Pedro Huilotepec,PRS,PUP
20309,Oaxaca,San Pedro Ixcatlán,PRI_PVEM,PRI_PVEM_PNA
20310,Oaxaca,San Pedro Ixtlahuaca,Morena,PT_Morena_PES
20311,Oaxaca,San Pedro Jaltepetongo,Usos y costumbres,Usos y costumbres
20312,Oaxaca,San Pedro Jicayán,Usos y costumbres,Usos y costumbres
20313,Oaxaca,San Pedro Jocotipac,PAN_PRD,PAN_PRD_MC
20314,Oaxaca,San Pedro Juchatengo,Usos y costumbres,Usos y costumbres
20315,Oaxaca,San Pedro Mártir,Usos y costumbres,Usos y costumbres
20316,Oaxaca,San Pedro Mártir Quiechapa,Usos y costumbres,Usos y costumbres
20317,Oaxaca,San Pedro Mártir Yucuxaco,Usos y costumbres,Usos y costumbres
20318,Oaxaca,San Pedro Mixtepec,Usos y costumbres,Usos y costumbres
20319,Oaxaca,San Pedro Mixtepec,PRI_PVEM,PRI_PVEM
20320,Oaxaca,San Pedro Molinos,PRI_PVEM,PRI_PVEM
20321,Oaxaca,San Pedro Nopala,Usos y costumbres,Usos y costumbres
20322,Oaxaca,San Pedro Ocopetatillo,Usos y costumbres,Usos y costumbres
20323,Oaxaca,San Pedro Ocotepec,Usos y costumbres,Usos y costumbres
20324,Oaxaca,San Pedro Pochutla,Usos y costumbres,Usos y costumbres
20325,Oaxaca,San Pedro Quiatoni,PT,PT_Morena_PES
20326,Oaxaca,San Pedro Sochiápam,Usos y costumbres,Usos y costumbres
20327,Oaxaca,San Pedro Tapanatepec,Usos y costumbres,Usos y costumbres
20328,Oaxaca,San Pedro Taviche,PRI_PVEM,Independiente
20329,Oaxaca,San Pedro Teozacoalco,Usos y costumbres,Usos y costumbres
20330,Oaxaca,San Pedro Teutila,Usos y costumbres,Usos y costumbres
20331,Oaxaca,San Pedro Tidaá,Usos y costumbres,Usos y costumbres
20332,Oaxaca,San Pedro Topiltepec,Usos y costumbres,Usos y costumbres
20333,Oaxaca,San Pedro Totolápam,Usos y costumbres,Usos y costumbres
20334,Oaxaca,Villa de Tututepec,Usos y costumbres,Usos y costumbres
20335,Oaxaca,San Pedro Yaneri,Morena,PT_Morena_PES
20336,Oaxaca,San Pedro Yólox,Usos y costumbres,Usos y costumbres
20337,Oaxaca,San Pedro y San Pablo Ayutla,Usos y costumbres,Usos y costumbres
20338,Oaxaca,Villa de Etla,Usos y costumbres,Usos y costumbres
20339,Oaxaca,San Pedro y San Pablo Teposcolula,PRI_PVEM,PAN_PRD_MC
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,Morena,PT_Morena_PES
20341,Oaxaca,San Pedro Yucunama,Usos y costumbres,Usos y costumbres
20342,Oaxaca,San Raymundo Jalpan,Usos y costumbres,Usos y costumbres
20343,Oaxaca,San Sebastián Abasolo,Usos y costumbres,Usos y costumbres
20344,Oaxaca,San Sebastián Coatlán,Usos y costumbres,Usos y costumbres
20345,Oaxaca,San Sebastián Ixcapa,Usos y costumbres,Usos y costumbres
20346,Oaxaca,San Sebastián Nicananduta,PAN_PRD,PRI_PVEM_PNA
20347,Oaxaca,San Sebastián Río Hondo,Usos y costumbres,Usos y costumbres
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,Usos y costumbres,Usos y costumbres
20349,Oaxaca,San Sebastián Teitipac,Usos y costumbres,Usos y costumbres
20350,Oaxaca,San Sebastián Tutla,Usos y costumbres,Usos y costumbres
20351,Oaxaca,San Simón Almolongas,Usos y costumbres,Usos y costumbres
20352,Oaxaca,San Simón Zahuatlán,Usos y costumbres,Usos y costumbres
20353,Oaxaca,Santa Ana,Usos y costumbres,Usos y costumbres
20354,Oaxaca,Santa Ana Ateixtlahuaca,Usos y costumbres,Usos y costumbres
20355,Oaxaca,Santa Ana Cuauhtémoc,Usos y costumbres,Usos y costumbres
20356,Oaxaca,Santa Ana del Valle,Usos y costumbres,Usos y costumbres
20357,Oaxaca,Santa Ana Tavela,Usos y costumbres,Usos y costumbres
20358,Oaxaca,Santa Ana Tlapacoyan,Usos y costumbres,Usos y costumbres
20359,Oaxaca,Santa Ana Yareni,Usos y costumbres,Usos y costumbres
20360,Oaxaca,Santa Ana Zegache,Usos y costumbres,Usos y costumbres
20361,Oaxaca,Santa Catalina Quierí,PRI_PVEM,PAN_PRD_MC
20362,Oaxaca,Santa Catarina Cuixtla,Usos y costumbres,Usos y costumbres
20363,Oaxaca,Santa Catarina Ixtepeji,Usos y costumbres,Usos y costumbres
20364,Oaxaca,Santa Catarina Juquila,Usos y costumbres,Usos y costumbres
20365,Oaxaca,Santa Catarina Lachatao,PT,PT_Morena_PES
20366,Oaxaca,Santa Catarina Loxicha,Usos y costumbres,Usos y costumbres
20367,Oaxaca,Santa Catarina Mechoacán,Usos y costumbres,Usos y costumbres
20368,Oaxaca,Santa Catarina Minas,Usos y costumbres,Usos y costumbres
20369,Oaxaca,Santa Catarina Quiané,Usos y costumbres,Usos y costumbres
20370,Oaxaca,Santa Catarina Tayata,Usos y costumbres,Usos y costumbres
20371,Oaxaca,Santa Catarina Ticuá,Usos y costumbres,Usos y costumbres
20372,Oaxaca,Santa Catarina Yosonotú,Usos y costumbres,Usos y costumbres
20373,Oaxaca,Santa Catarina Zapoquila,Usos y costumbres,Usos y costumbres
20374,Oaxaca,Santa Cruz Acatepec,Usos y costumbres,Usos y costumbres
20375,Oaxaca,Santa Cruz Amilpas,Usos y costumbres,Usos y costumbres
20376,Oaxaca,Santa Cruz de Bravo,MC,PAN_PRD_MC
20377,Oaxaca,Santa Cruz Itundujia,Usos y costumbres,Usos y costumbres
20378,Oaxaca,Santa Cruz Mixtepec,PRI_PVEM,PAN_PRD_MC
20379,Oaxaca,Santa Cruz Nundaco,Usos y costumbres,Usos y costumbres
20380,Oaxaca,Santa Cruz Papalutla,Usos y costumbres,Usos y costumbres
20381,Oaxaca,Santa Cruz Tacache de Mina,Usos y costumbres,Usos y costumbres
20382,Oaxaca,Santa Cruz Tacahua,PAN_PRD,PAN_PRD_MC
20383,Oaxaca,Santa Cruz Tayata,Usos y costumbres,Usos y costumbres
20384,Oaxaca,Santa Cruz Xitla,Usos y costumbres,Usos y costumbres
20385,Oaxaca,Santa Cruz Xoxocotlán,Usos y costumbres,Usos y costumbres
20386,Oaxaca,Santa Cruz Zenzontepec,PAN_PRD,PAN_PRD_MC
20387,Oaxaca,Santa Gertrudis,Usos y costumbres,Usos y costumbres
20388,Oaxaca,Santa Inés del Monte,PAN_PRD,PRI_PVEM_PNA
20389,Oaxaca,Santa Inés Yatzeche,Usos y costumbres,Usos y costumbres
20390,Oaxaca,Santa Lucía del Camino,Usos y costumbres,Usos y costumbres
20391,Oaxaca,Santa Lucía Miahuatlán,PRI_PVEM,PT_Morena_PES
20392,Oaxaca,Santa Lucía Monteverde,Usos y costumbres,Usos y costumbres
20393,Oaxaca,Santa Lucía Ocotlán,Usos y costumbres,Usos y costumbres
20394,Oaxaca,Santa María Alotepec,Usos y costumbres,Usos y costumbres
20395,Oaxaca,Santa María Apazco,Usos y costumbres,Usos y costumbres
20396,Oaxaca,Santa María la Asunción,Usos y costumbres,Usos y costumbres
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,Usos y costumbres,Usos y costumbres
20398,Oaxaca,Ayoquezco de Aldama,PUP,PT_Morena_PES
20399,Oaxaca,Santa María Atzompa,Usos y costumbres,Usos y costumbres
20400,Oaxaca,Santa María Camotlán,Usos y costumbres,Usos y costumbres
20401,Oaxaca,Santa María Colotepec,Usos y costumbres,Usos y costumbres
20402,Oaxaca,Santa María Cortijo,Usos y costumbres,Usos y costumbres
20403,Oaxaca,Santa María Coyotepec,PT,PAN_PRD_MC
20404,Oaxaca,Santa María Chachoápam,Usos y costumbres,Usos y costumbres
20405,Oaxaca,Villa de Chilapa de Díaz,Usos y costumbres,Usos y costumbres
20406,Oaxaca,Santa María Chilchotla,Usos y costumbres,Usos y costumbres
20407,Oaxaca,Santa María Chimalapa,Usos y costumbres,Usos y costumbres
20408,Oaxaca,Santa María del Rosario,Usos y costumbres,Usos y costumbres
20409,Oaxaca,Santa María del Tule,Usos y costumbres,Usos y costumbres
20410,Oaxaca,Santa María Ecatepec,Usos y costumbres,Usos y costumbres
